id,alias,name,is_closed,review_count,categories,rating,transactions,price,address,city,country,state,display_address,phone
8KayUocIVMfgfEuqP1Q-rw,pepper-lunch-usa-milpitas,Pepper Lunch USA,False,2513,Teppanyaki,4.0,['delivery'],$$,408 Barber Ln,Milpitas,US,CA,"['408 Barber Ln', 'Milpitas, CA 95035']",+14085770778
Ia6BrNCYvNiXRigMLUK-Gw,sakis-spin-a-yarn-restaurant-fremont,Saki's Spin A Yarn Restaurant,False,655,Steakhouses,3.5,"['pickup', 'delivery']",$$$,45915 Warm Springs Blvd,Fremont,US,CA,"['45915 Warm Springs Blvd', 'Fremont, CA 94539']",+15106569141
jdZoyBedJIS9qQA8fnPzVg,qq-noodle-milpitas,QQ Noodle,False,655,Chinese,3.5,['delivery'],$$,416 Barber Ln,Milpitas,US,CA,"['416 Barber Ln', 'Milpitas, CA 95035']",+14088949171
19KP4cpsI1ClP2jWVvWm4g,tins-teapot-bistro-hayward,Tin's Teapot Bistro,False,798,Dim Sum,3.5,"['pickup', 'delivery']",$$,320 Jackson St,Hayward,US,CA,"['320 Jackson St', 'Hayward, CA 94544']",+15108810211
O1WZN0gDZuIV1JOuhkB3zg,mumbai-chowk-newark,Mumbai Chowk,False,797,Indian,3.5,['delivery'],$$,35144 Newark Blvd,Newark,US,CA,"['35144 Newark Blvd', 'Newark, CA 94560']",+15106084762
S5WtAuhpiDGcSobw1kEs9w,truong-thanh-restaurant-milpitas,Truong Thanh Restaurant,False,666,Vietnamese,3.5,"['pickup', 'delivery']",$$,680 Barber Ln,Milpitas,US,CA,"['680 Barber Ln', 'Milpitas, CA 95035']",+14083830886
mV4t6Wna3JRg1YEUijEprg,tres-potrillos-sunnyvale-2,Tres Potrillos,False,656,Mexican,3.5,"['pickup', 'delivery']",$$,670 N Fair Oaks Ave,Sunnyvale,US,CA,"['670 N Fair Oaks Ave', 'Sunnyvale, CA 94085']",+14087358657
LviZ2uhrP5QWCP--SLpxSQ,kalesa-milpitas,Kalesa,False,793,Filipino,3.5,"['pickup', 'delivery']",$$,1783 N Milpitas Blvd,Milpitas,US,CA,"['1783 N Milpitas Blvd', 'Milpitas, CA 95035']",+14089577777
fIkq8QDTEujwWAxjqJR7sQ,maneki-sushi-union-city,Maneki Sushi,False,657,Japanese,3.5,['delivery'],$$,31810 Alvarado Blvd,Union City,US,CA,"['31810 Alvarado Blvd', 'Union City, CA 94587']",+15104891077
vaJJXX_OdoLMAEijl93gaQ,dohatsuten-palo-alto,Dohatsuten,False,787,Ramen,3.5,"['pickup', 'delivery']",$$,799 San Antonio Rd,Palo Alto,US,CA,"['799 San Antonio Rd', 'Palo Alto, CA 94303']",+16504932878
M7ly0NAz21uCDa08vOAQew,taqueria-las-vegas-milpitas,Taqueria Las Vegas,False,775,Mexican,3.5,"['pickup', 'delivery']",$,1417 N Milpitas Blvd,Milpitas,US,CA,"['1417 N Milpitas Blvd', 'Milpitas, CA 95035']",+14082622415
yLSF2IOJI17v-Di-Y3bJ1w,pho-saigon-noodle-house-milpitas,Pho Saigon Noodle House,False,665,Vietnamese,3.5,"['pickup', 'delivery']",$,1455 Landess Ave,Milpitas,US,CA,"['1455 Landess Ave', 'Milpitas, CA 95035']",+14082638936
wQKByAm00s8UDyHsusKuqw,biryani-bowl-fremont-7,Biryani Bowl,False,765,Indian,3.5,"['pickup', 'delivery']",$$,3988 Washington Blvd,Fremont,US,CA,"['3988 Washington Blvd', 'Fremont, CA 94538']",+15102479264
IuJqH7eHwEpnCcPJc3DQPQ,giorgios-italian-food-and-pizzeria-milpitas-3,Giorgio's Italian Food & Pizzeria,False,669,Italian,3.5,"['pickup', 'delivery']",$$,643 E Calaveras Blvd,Milpitas,US,CA,"['643 E Calaveras Blvd', 'Milpitas, CA 95035']",+14089421292
BXZ-LthmxddK5rNnPdM6nA,vung-tau-ii-restaurant-milpitas-2,Vung Tau II Restaurant,False,672,Vietnamese,3.5,"['pickup', 'delivery']",$$,1750 N Milpitas Blvd,Milpitas,US,CA,"['1750 N Milpitas Blvd', 'Milpitas, CA 95035']",+14089349327
FcPLtI_sPLkWuUF-FAmq3g,gay-90s-pizza-pleasanton,Gay 90's Pizza,False,674,Italian,3.5,"['pickup', 'delivery']",$$,288 Main St,Pleasanton,US,CA,"['288 Main St', 'Pleasanton, CA 94566']",+19258462520
OizdSSUkEm78rX9OijERZA,mikaylas-cafe-santa-clara,Mikayla's Cafe,False,743,American (Traditional),3.5,"['pickup', 'delivery']",$$,2209 Tasman Dr,Santa Clara,US,CA,"['2209 Tasman Dr', 'Santa Clara, CA 95054']",+14089888803
ewm6yJSLUbf2PLCxpUYI_Q,toppings-too-restaurant-union-city,Toppings Too Restaurant,False,736,Filipino,3.5,['delivery'],$,3910 Smith St,Union City,US,CA,"['3910 Smith St', 'Union City, CA 94587']",+15104291058
vhbNkyLlXRjs9KQv8qFcfA,ephesus-mountain-view,Ephesus,False,721,Mediterranean,3.5,"['pickup', 'delivery']",$$,185 Castro St,Mountain View,US,CA,"['185 Castro St', 'Mountain View, CA 94041']",+16506258155
oHGpQdtIUfQPDEzxVKBJDw,blue-water-seafood-and-crab-san-jose,Blue Water Seafood & Crab,False,710,Seafood,3.5,"['pickup', 'delivery']",$$,4180 N 1st St,San Jose,US,CA,"['4180 N 1st St', 'Unit 10', 'San Jose, CA 95134']",+14084935112
RwwHtY6oKdLnbjNOAz3Ceg,los-altos-taqueria-mountain-view-3,Los Altos Taqueria,False,714,Mexican,3.5,"['pickup', 'delivery']",$,2105 Old Middlefield Way,Mountain View,US,CA,"['2105 Old Middlefield Way', 'Ste E', 'Mountain View, CA 94043']",+16509657236
sGeSJtMIKfluaJPEbL3T_A,bushido-izakaya-restaurant-mountain-view,Bushido Izakaya Restaurant,False,805,Sushi Bars,3.5,['delivery'],$$,156 Castro St,Mountain View,US,CA,"['156 Castro St', 'Mountain View, CA 94041']",+16503866821
k3Y9MYFL8tfkDfo_qQKT-g,pakwan-restaurant-fremont-2,Pakwan Restaurant,False,893,Indian,3.5,[],$$,41068 Fremont Blvd,Fremont,US,CA,"['41068 Fremont Blvd', 'Fremont, CA 94538']",+15102266234
TSOJwiC1eTGkJSsgXCPQlQ,patxis-pizza-san-jose,Patxi's Pizza,False,992,Pizza,3.5,"['pickup', 'delivery']",$$,3350 Zanker Rd,San Jose,US,CA,"['3350 Zanker Rd', 'Ste 30', 'San Jose, CA 95134']",+14085261999
DwF1fPz24weB7wPpZHe2zA,shalimar-restaurant-fremont,Shalimar Restaurant,False,1522,Indian,3.5,['delivery'],$$,3325 Walnut Ave,Fremont,US,CA,"['3325 Walnut Ave', 'Fremont, CA 94538']",+15104941919
Ep2OvqdRFAJaz1-OlhJQtQ,steins-beer-garden-and-restaurant-mountain-view-2,Steins Beer Garden & Restaurant,False,1378,American (New),3.5,"['pickup', 'delivery']",$$,895 Villa St,Mountain View,US,CA,"['895 Villa St', 'Mountain View, CA 94041']",+16509639568
o8JXGeY0vunuBsUdkoxd2w,five-guys-fremont-2,Five Guys,False,1013,Burgers,3.5,['delivery'],$,43518 Christy St,Fremont,US,CA,"['43518 Christy St', 'Fremont, CA 94538']",+15103531331
SVRClUhTRycD-OcrqLS22w,red-chili-hayward,Red Chili,False,1373,Thai,3.5,"['pickup', 'delivery']",$$,29583 Mission Blvd,Hayward,US,CA,"['29583 Mission Blvd', 'Hayward, CA 94544']",+15108818593
EsCqaHWDAkAdGYST4w1lCw,darda-seafood-restaurant-milpitas,Darda Seafood Restaurant,False,1013,Chinese,3.5,"['pickup', 'delivery']",$$,296 Barber Ct,Milpitas,US,CA,"['296 Barber Ct', 'Milpitas, CA 95035']",+14084335199
ooEPu3TtdSaM-vAC0LAPaw,shana-thai-restaurant-mountain-view,Shana Thai Restaurant,False,1332,Thai,3.5,"['pickup', 'delivery']",$$,311 Moffett Blvd,Mountain View,US,CA,"['311 Moffett Blvd', 'Ste A', 'Mountain View, CA 94043']",+16509409990
DCGZGnKs6pG_gJrLjltfhg,gaters-fremont-3,Gaters,False,1019,Middle Eastern,3.5,"['pickup', 'delivery']",$$,3846 Mowry Ave,Fremont,US,CA,"['3846 Mowry Ave', 'Fremont, CA 94538']",+15104949944
nNuDhdlOMitjiB17txExiw,crepevine-restaurants-mountain-view-2,Crepevine Restaurants,False,1027,American (New),3.5,"['pickup', 'delivery']",$$,300 Castro St,Mountain View,US,CA,"['300 Castro St', 'Mountain View, CA 94041']",+16509696878
w6e4cMnpRwrj_LvDHt4Ltw,buon-appetito-restaurant-hayward,Buon Appetito Restaurant,False,1037,Italian,3.5,['delivery'],$$,917 A St,Hayward,US,CA,"['917 A St', 'Hayward, CA 94541']",+15102470120
RviSR-PVrtYCf0mxNaJfXg,backyard-bayou-union-city-2,Backyard Bayou,False,1037,Cajun/Creole,3.5,"['pickup', 'delivery']",$$,32280 Dyer St,Union City,US,CA,"['32280 Dyer St', 'Union City, CA 94587']",+15106750095
PsLD76F5PAv6rfN3ofyA9w,queen-house-mountain-view,Queen House,False,820,Chinese,3.5,"['pickup', 'delivery']",$$,273 Castro St,Mountain View,US,CA,"['273 Castro St', 'Mountain View, CA 94041']",+16509600580
kmbMuckOsBh56Lpb0OpN7A,rays-crab-shack-newark,Ray's Crab Shack,False,1281,Seafood,3.5,['delivery'],$$,5989 Mowry Ave,Newark,US,CA,"['5989 Mowry Ave', 'Newark, CA 94560']",+15107928808
ErLMS5CZj8aVgTR4AUo7Vw,black-bear-diner-milpitas,Black Bear Diner,False,1066,Diners,3.5,[],$$,174 W Calaveras Blvd,Milpitas,US,CA,"['174 W Calaveras Blvd', 'Milpitas, CA 95035']",+14089462327
qZniuo41sflX0NEciBxueQ,the-counter-fremont-fremont-3,The Counter Fremont,False,1110,Burgers,3.5,"['pickup', 'delivery']",$$,39350 Paseo Padre Pkwy,Fremont,US,CA,"['39350 Paseo Padre Pkwy', 'Gateway Plaza', 'Fremont, CA 94538']",+15107968800
_1-stUG9Bqn5Xuoobvp31Q,scratch-mountain-view-2,Scratch,False,1280,American (New),3.5,['delivery'],$$,401 Castro St,Mountain View,US,CA,"['401 Castro St', 'Mountain View, CA 94041']",+16502373121
13C2mXn-GyuqlUuADpQWkw,fu-lam-mum-mountain-view,Fu Lam Mum,False,1224,Dim Sum,3.5,"['pickup', 'delivery']",$$,153 Castro St,Mountain View,US,CA,"['153 Castro St', 'Mountain View, CA 94041']",+16509671689
82dJOAgboISJBJYXm2Jdbw,pho-mai-san-jose,Pho Mai,False,1117,Vietnamese,3.5,"['pickup', 'delivery']",$,3074 Landess Ave,San Jose,US,CA,"['3074 Landess Ave', 'San Jose, CA 95132']",+14082634323
V_hE0jTOG-h4sQesCqh5kw,verde-tea-cafe-mountain-view,Verde Tea Cafe,False,1119,Cafes,3.5,['delivery'],$,852 Villa St,Mountain View,US,CA,"['852 Villa St', 'Mountain View, CA 94041']",+16502109986
P_LVTJh1-2YyRhhX2inZGA,taqueria-la-espuela-mountain-view,Taqueria La Espuela,False,1121,Mexican,3.5,"['pickup', 'delivery']",$,854 W Dana St,Mountain View,US,CA,"['854 W Dana St', 'Mountain View, CA 94041']",+16509691464
9fdAaPB4kn8YdXQNnotDwg,pho-vi-hoa-los-altos,Pho Vi Hoa,False,1124,Vietnamese,3.5,"['pickup', 'delivery']",$$,4546 El Camino Real,Los Altos,US,CA,"['4546 El Camino Real', 'Los Altos, CA 94022']",+16509471290
VkR8UKEuUNnERao2NDYyJg,sakoon-mountain-view-3,Sakoon,False,1471,Indian,3.5,"['pickup', 'delivery']",$$,357 Castro St,Mountain View,US,CA,"['357 Castro St', '1 and 2', 'Mountain View, CA 94041']",+16509652000
4TCEMU0ucbB7K5wTgk5SrA,chaat-bhavan-fremont-4,Chaat Bhavan - Fremont,False,1155,Indian,3.5,"['pickup', 'delivery']",$$,5355 Mowry Ave,Fremont,US,CA,"['5355 Mowry Ave', 'Fremont, CA 94538']",+15107951100
1QJiMa54JzE3uuWhjs0EJg,naan-n-masala-milpitas,Naan N Masala,False,1587,Indian,3.5,"['pickup', 'delivery']",$,94 S Dempsey Rd,Milpitas,US,CA,"['94 S Dempsey Rd', 'Milpitas, CA 95035']",+14082639400
mSR2ERlx725ZTLrdSa-vCQ,la-piñata-fremont-2,La Piñata,False,876,Mexican,3.5,"['pickup', 'delivery']",$$,39136 Paseo Padre Pkwy,Fremont,US,CA,"['39136 Paseo Padre Pkwy', 'Fremont, CA 94538']",+15107906550
WAo42c41_0Y0tifXbwuo8w,fuki-sushi-palo-alto,Fuki Sushi,False,881,Sushi Bars,3.5,['delivery'],$$$,4119 El Camino Real,Palo Alto,US,CA,"['4119 El Camino Real', 'Palo Alto, CA 94306']",+16504949383
7pNZ3NjY3Qf0GkRXo-mi0A,el-torito-milpitas,El Torito,False,883,Mexican,3.5,['delivery'],$$,477 E Calaveras Blvd,Milpitas,US,CA,"['477 E Calaveras Blvd', 'Milpitas, CA 95035']",+14089468012
mLfp5kXb_oNaIQgpWa7TxA,la-piñata-hayward-3,La Piñata,False,884,Mexican,3.5,['delivery'],$$,904 Rose St,Hayward,US,CA,"['904 Rose St', 'Hayward, CA 94541']",+15105389967
RSCBJPiq7j5Kt6zDz7FlPQ,the-kickin-crab-san-jose,The Kickin' Crab,False,2046,Seafood,3.5,['delivery'],$$,2675 Cropley Ave,San Jose,US,CA,"['2675 Cropley Ave', 'San Jose, CA 95132']",+14089450888
_VbAjCG5BYS55U0F3nTMtA,tomodachi-sushi-bistro-hayward,Tomodachi Sushi Bistro,False,884,Sushi Bars,3.5,['pickup'],$$,24123 Hesperian Blvd,Hayward,US,CA,"['24123 Hesperian Blvd', 'Hayward, CA 94545']",+15109403800
K6IdrX5prUvA5iAMCdQfGw,cascal-mountain-view,Cascal,False,2991,Tapas Bars,3.5,['delivery'],$$,400 Castro St,Mountain View,US,CA,"['400 Castro St', 'Mountain View, CA 94041']",+16509409500
AOID716IwZk142q7VnicDA,banana-leaf-restaurant-milpitas,Banana Leaf Restaurant,False,2648,Singaporean,3.5,"['pickup', 'delivery', 'restaurant_reservation']",$$,182 Ranch Dr,Milpitas,US,CA,"['182 Ranch Dr', 'Milpitas, CA 95035']",+14087199811
_GUevU0rQI_68qGQ1LP2Sg,break-your-fast-union-city,Break Your Fast,False,897,American (Traditional),3.5,['delivery'],$,1688 Decoto Rd,Union City,US,CA,"['1688 Decoto Rd', 'Union City, CA 94587']",+15103248599
mQRoJQKiRUK6zpYxJXaxqA,chick-fil-a-san-jose,Chick-fil-A,False,904,Fast Food,3.5,[],$,53 Headquarters Dr,San Jose,US,CA,"['53 Headquarters Dr', 'San Jose, CA 95134']",+14085260600
PPwmpycJoI-tOQ3VOJyDsg,happy-lamb-hot-pot-union-city,Happy Lamb Hot Pot,False,921,Chinese,3.5,['delivery'],$$,34396 Alvarado Niles Rd,Union City,US,CA,"['34396 Alvarado Niles Rd', 'Union City, CA 94587']",+15106759919
OxX8yGk3RQu-agShBQ9CnQ,ajisen-ramen-fremont,Ajisen Ramen,False,927,Ramen,3.5,['delivery'],$$,47890 Warm Springs Blvd,Fremont,US,CA,"['47890 Warm Springs Blvd', 'Fremont, CA 94539']",+15103531133
fC2Q-4z_caKr5NCgr3JFTQ,ramen-izakaya-yu-gen-mountain-view-6,Ramen Izakaya Yu-Gen,False,823,Ramen,3.5,"['pickup', 'delivery']",$$,152 Castro St,Mountain View,US,CA,"['152 Castro St', 'Mountain View, CA 94041']",+16504280888
nwxPiGlutunBw8J4F1kIIw,layang-layang-milpitas,Layang Layang,False,958,Malaysian,3.5,"['pickup', 'delivery']",$$,181 W Calaveras Blvd,Milpitas,US,CA,"['181 W Calaveras Blvd', 'Milpitas, CA 95035']",+14082636788
YQrIesXAfl772IPHQbp4LA,maru-ichi-mountain-view,Maru Ichi,False,1824,Ramen,3.5,['delivery'],$$,368 Castro St,Mountain View,US,CA,"['368 Castro St', 'Mountain View, CA 94041']",+16505649931
BHj3GPOGsw017iH7PtuqUA,dave-and-busters-milpitas-3,Dave & Buster's,False,2802,Bars,3.0,['delivery'],$$,940 Great Wall Dr,Milpitas,US,CA,"['940 Great Wall Dr', 'Milpitas, CA 95035']",+14089579215
HQdE3-eWIGOOhhS00fBceQ,olive-garden-italian-restaurant-fremont-3,Olive Garden Italian Restaurant,False,684,Italian,3.0,[],$$,39145 Farwell Dr,Fremont,US,CA,"['39145 Farwell Dr', 'Fremont, CA 94538']",+15107967500
MR9A76KvXw6cL7qbQtX2qQ,saigon-seafood-harbor-restaurant-sunnyvale,Saigon Seafood Harbor Restaurant,False,1702,Dim Sum,3.0,['pickup'],$$,1135 Lawrence Expy,Sunnyvale,US,CA,"['1135 Lawrence Expy', 'Sunnyvale, CA 94089']",+14087342828
P46a5XTeWHs0_Ikb64Th_g,famous-daves-bar-b-que-hayward-2,Famous Dave's Bar-B-Que,False,676,Barbeque,3.0,"['pickup', 'delivery']",$$,790 W Winton Ave,Hayward,US,CA,"['790 W Winton Ave', 'Hayward, CA 94545']",+15107822030
20emxStOqZhAXdWswkf_qQ,the-counter-mountain-view-mountain-view-2,The Counter Mountain View,False,691,Burgers,3.0,"['pickup', 'delivery']",$$,2580 W El Camino Real,Mountain View,US,CA,"['2580 W El Camino Real', 'Mountain View, CA 94040']",+16509482333
33RrbAgCYY-TPA44wkZaSg,amarin-thai-cuisine-mountain-view,Amarin Thai Cuisine,False,1282,Thai,3.0,['delivery'],$$,174 Castro St,Mountain View,US,CA,"['174 Castro St', 'Mountain View, CA 94041']",+16509889323
ngTHoUY8I_-kPLlc71hVDg,claim-jumper-restaurants-fremont,Claim Jumper Restaurants,False,1694,Steakhouses,3.0,"['pickup', 'delivery']",$$,43330 Pacific Commons Blvd,Fremont,US,CA,"['43330 Pacific Commons Blvd', 'Fremont, CA 94538']",+15104451850
XGprFc9iX7rlhXXU7g-ofQ,banh-thai-restaurant-fremont,Banh Thai Restaurant,False,661,Thai,3.0,"['pickup', 'delivery']",$$,39060 Fremont Blvd,Fremont,US,CA,"['39060 Fremont Blvd', 'Fremont, CA 94538']",+15107391138
-iIjtbbSGVwg0tdPq5k-8g,bjs-restaurant-and-brewhouse-newark,BJ's Restaurant & Brewhouse,False,1618,American (New),3.0,['delivery'],$$,5699 Mowry Ave,Newark,US,CA,"['5699 Mowry Ave', 'Newark, CA 94560']",+15104563750
yXsePcZC29CKn_NxSbS_ZQ,olive-garden-italian-restaurant-milpitas-3,Olive Garden Italian Restaurant,False,814,Italian,3.0,[],$$,1350 Great Mall Dr,Milpitas,US,CA,"['1350 Great Mall Dr', 'Milpitas, CA 95035']",+14089358176
hDmOTIPfKWwYb3QOho_b9Q,sonic-drive-in-hayward-2,Sonic Drive-In,False,650,Fast Food,3.0,[],$,31187 Mission Blvd,Hayward,US,CA,"['31187 Mission Blvd', 'Hayward, CA 94544']",+15104411125
en42ycaD7FWAGQY9Itn8IQ,boiling-point-fremont,Boiling Point,False,1189,Hot Pot,3.0,['delivery'],$$,46807 Warm Springs Blvd,Fremont,US,CA,"['46807 Warm Springs Blvd', 'Fremont, CA 94539']",+15104988896
jha1UpXzadMHbC-NxV1tJQ,gerrys-grill-and-bar-union-city,Gerry's Grill and Bar,False,1011,Filipino,3.0,"['pickup', 'delivery']",$$,31005 Courthouse Dr,Union City,US,CA,"['31005 Courthouse Dr', 'Union Landing Complex', 'Union City, CA 94587']",+15104419900
6fsQBl5UzfeOQp9dytgujA,bks-bistro-fremont,BK's Bistro,False,840,Dim Sum,3.0,['delivery'],$$,3113 Stevenson Blvd,Fremont,US,CA,"['3113 Stevenson Blvd', 'Fremont, CA 94538']",+15107708818
mt83b0I9JziGVN66uumWNw,china-palace-milpitas,China Palace,False,858,Chinese,3.0,[],$,688 Barber Ln,Milpitas,US,CA,"['688 Barber Ln', 'Milpitas, CA 95035']",+14088947060
RQfcpPqjhRqXqUpPzmZJpA,la-victoria-taqueria-hayward,La Victoria Taqueria,False,869,Mexican,3.0,"['pickup', 'delivery']",$,26953 Mission Blvd,Hayward,US,CA,"['26953 Mission Blvd', 'Hayward, CA 94544']",+15105378700
zydXFGiOUZwX2Z2EXtQrTQ,olive-garden-italian-restaurant-hayward-4,Olive Garden Italian Restaurant,False,776,Italian,3.0,[],$$,24688 Hesperian Blvd,Hayward,US,CA,"['24688 Hesperian Blvd', 'Hayward, CA 94545']",+15107826385
DX58UgHggkDWH2IXVKoZ-A,curry-up-now-san-jose,Curry Up Now,False,747,Indian,3.0,"['pickup', 'delivery']",$$,3250 Zanker Rd,San Jose,US,CA,"['3250 Zanker Rd', 'San Jose, CA 95134']",+14087703541
ySxKLsA8zT53fWVsoHhKlQ,red-robin-gourmet-burgers-and-brews-santa-clara,Red Robin Gourmet Burgers and Brews,False,997,Burgers,3.0,"['pickup', 'delivery']",$$,3906 Rivermark Plz,Santa Clara,US,CA,"['3906 Rivermark Plz', 'Santa Clara, CA 95054']",+14088550630
3TRKFxAHl5gg3WZrB6TwPg,romanos-macaroni-grill-milpitas-3,Romano's Macaroni Grill,False,978,Italian,3.0,"['pickup', 'delivery']",$$,110 Ranch Dr,Milpitas,US,CA,"['110 Ranch Dr', 'Milpitas, CA 95035']",+14089359875
ukVQAlOEK8zuuQvYSW5cbg,smoking-pig-bbq-fremont-2,Smoking Pig BBQ,False,1019,Barbeque,3.0,"['pickup', 'delivery']",$$,3340 Mowry Avenue,Fremont,US,CA,"['3340 Mowry Avenue', 'Fremont, CA 94538']",+15107131854
cPIrXiiy8bgYa6dyLczc9g,outback-steakhouse-milpitas,Outback Steakhouse,False,719,Steakhouses,3.0,[],$$,1246 Great Mall Dr,Milpitas,US,CA,"['1246 Great Mall Dr', 'Milpitas, CA 95035']",+14082635400
1NupHFQiFSwsLymlUBJfpg,little-madfish-fremont-2,Little Madfish,False,1061,Japanese,3.0,['delivery'],$$,43337 Christy St,Fremont,US,CA,"['43337 Christy St', 'Pacific Commons Shopping Ctr', 'Fremont, CA 94538']",+15106519000
I-NqAsKW1jCkSiCVtljzcg,koi-palace-milpitas,Koi Palace,False,1113,Dim Sum,3.0,"['pickup', 'delivery', 'restaurant_reservation']",$$,768 Barber Ln,Milpitas,US,CA,"['768 Barber Ln', 'Milpitas, CA 95035']",+14084328833
komHBc-qu_RPDPWUqItwbg,nijo-castle-newark-4,Nijo Castle,False,702,Japanese,3.0,['delivery'],$$,39888 Balentine Dr,Newark,US,CA,"['39888 Balentine Dr', 'Newark, CA 94560']",+15106576456
KtUWpP6qUncBcDxlHJntXw,jollibee-union-city,Jollibee,False,727,Filipino,2.5,['delivery'],$,32460 Dyer St,Union City,US,CA,"['32460 Dyer St', 'Union City, CA 94587']",+15103242075
FVxohIFE_N5_XH3zHlZfsQ,mayflower-restaurant-milpitas,Mayflower Restaurant,False,951,Chinese,2.5,['delivery'],$$,428 Barber Ln,Milpitas,US,CA,"['428 Barber Ln', 'Milpitas, CA 95035']",+14089222700
iTyqLtlOE32LSlH8qpN-Gw,tgi-fridays-union-city,TGI Fridays,False,750,American (Traditional),2.5,"['restaurant_reservation', 'delivery']",$$,31900 Dyer St,Union City,US,CA,"['31900 Dyer St', 'Union City, CA 94587']",+15104892797
bWmk1Bx-Ad7NxGbKryeYjQ,anjappar-chettinad-indian-restaurant-milpitas,Anjappar Chettinad Indian Restaurant,False,932,Indian,2.5,"['pickup', 'delivery']",$$,458 Barber Ln,Milpitas,US,CA,"['458 Barber Ln', 'Milpitas, CA 95035']",+14084355500
LenRgAe-8kjyyM-ZGkL7Iw,saravanaa-bhavan-fremont-2,Saravanaa Bhavan,False,705,Indian,2.5,"['pickup', 'delivery']",$$,3720 Mowry Ave,Fremont,US,CA,"['3720 Mowry Ave', 'Fremont, CA 94538']",+15107917755
-UFiUQkwnVLNsut2lKG31g,world-gourmet-buffet-fremont,World Gourmet Buffet,False,694,Buffets,2.0,[],$$,6010 Stevenson Blvd,Fremont,US,CA,"['6010 Stevenson Blvd', 'Fremont, CA 94538']",+15104906888
pmdyX06bwGFrcBNfzmb8aQ,buffalo-wild-wings-union-city-22,Buffalo Wild Wings,False,850,Chicken Wings,2.0,['delivery'],$$,32135 Union Landing Blvd,Union City,US,CA,"['32135 Union Landing Blvd', 'Union City, CA 94587']",+15104712329
chy6Zkh1eJmC_vYdbakW4g,buffalo-wild-wings-fremont-4,Buffalo Wild Wings,False,715,Chicken Wings,2.0,['delivery'],$$,43821 Pacific Commons Blvd,Fremont,US,CA,"['43821 Pacific Commons Blvd', 'Fremont, CA 94538']",+15106561634
